# Program:featureCounts v1.6.2; Command:"../tools/subread-1.6.2-Linux-x86_64/bin/featureCounts" "-p" "-T" "8" "-t" "exon" "-g" "gene_id" "-a" "../reference/s288c_e.gff" "-o" "../featurecount/counts.txt" "SRR453566.sorted.bam" "SRR453567.sorted.bam" "SRR453568.sorted.bam" "SRR453569.sorted.bam" "SRR453570.sorted.bam" "SRR453571.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566.sorted.bam	SRR453567.sorted.bam	SRR453568.sorted.bam	SRR453569.sorted.bam	SRR453570.sorted.bam	SRR453571.sorted.bam
gene_4550	NC_001145.3	279960	280340	+	381	18	16	9	23	27	29
gene_4551	NC_001145.3	280590	282584	-	1995	816	780	547	748	832	919
gene_4552	NC_001145.3	284102	284641	+	540	522	703	438	469	545	774
gene_4553	NC_001145.3	285100	286317	+	1218	394	528	388	188	243	257
gene_4554	NC_001145.3	288079	289704	+	1626	1573	1444	868	4029	4280	5671
gene_4555	NC_001145.3	290801	290872	+	72	0	0	0	0	0	0
gene_4556	NC_001145.3	291134	294967	+	3834	2848	4132	3096	1416	1826	2064
gene_4557	NC_001145.3	295179	296738	-	1560	239	372	265	161	196	211
gene_4558	NC_001145.3	297278	297364	+	87	4	2	3	6	5	3
gene_4559	NC_001145.3	297506	297593	+	88	9	5	3	5	9	4
gene_4560	NC_001145.3	297725	297833	+	109	16	16	15	4	7	3
gene_4561	NC_001145.3	297918	298006	+	89	3	2	3	3	6	6
gene_4562	NC_001145.3	298138	298225	+	88	2	5	2	5	0	1
gene_4563	NC_001145.3	298307	298412	+	106	3	2	0	5	5	0
gene_4564	NC_001145.3	298554	298651	+	98	4	7	4	3	4	1
gene_4565	NC_001145.3	298868	300427	+	1560	498	674	546	276	355	495
gene_4566	NC_001145.3	300869	302485	-	1617	2706	3318	2415	2401	3540	4584
gene_4567	NC_001145.3	303236	305593	-	2358	343	505	344	361	352	395
gene_4568	NC_001145.3	307489	308682	+	1194	15	14	7	31	43	58
gene_4569	NC_001145.3	310208	311752	+	1545	37	68	27	97	118	126
gene_4570	NC_001145.3	312156	315005	+	2850	462	567	432	358	442	503
gene_4571	NC_001145.3	315377	316903	+	1527	193	225	153	237	289	346
gene_4572	NC_001145.3	317165	318418	-	1254	175	215	160	150	158	217
gene_4573	NC_001145.3	318680	319177	+	498	308	380	253	176	211	330
gene_4574	NC_001145.3	319437	321017	-	1581	107	134	89	122	153	178
gene_4575	NC_001145.3	321147	321219	-	73	1	0	0	0	0	0
gene_4576	NC_001145.3	321875	323047	+	1173	706	867	685	310	381	430
gene_4577	NC_001145.3	323300	324187	+	888	56	57	31	76	79	109
gene_4578	NC_001145.3	324236	325435	-	1200	294	382	286	294	354	452
gene_4579	NC_001145.3	325877	327289	+	1413	654	909	641	872	1011	1209
gene_4580	NC_001145.3	327482	328582	+	1101	166	237	175	203	259	310
gene_4581	NC_001145.3	328660	330231	-	1572	391	450	351	390	463	594
gene_4582	NC_001145.3	330793	331923	+	1131	74	92	60	138	197	241
gene_4583	NC_001145.3	332212	334743	-	2532	731	957	661	1621	1906	2675
gene_4584	NC_001145.3	335298	337307	+	2010	268	399	328	170	191	206
gene_4585	NC_001145.3	337313	337603	+	291	1	4	4	2	4	5
gene_4586	NC_001145.3;NC_001145.3	337788;337904	337817;339277	+;+	1404	649	889	620	313	329	479
gene_4587	NC_001145.3	339418	340722	-	1305	55	52	32	168	189	226
gene_4588	NC_001145.3	341142	341675	+	534	111	108	80	119	123	156
gene_4589	NC_001145.3	341856	343520	-	1665	114	148	129	189	242	317
gene_4590	NC_001145.3	344403	346517	-	2115	465	667	479	402	457	575
gene_4591	NC_001145.3	347511	348260	-	750	665	823	644	332	326	467
gene_4592	NC_001145.3	348644	349522	-	879	615	652	498	432	421	655
gene_4593	NC_001145.3	350381	350863	+	483	49	44	16	66	61	61
gene_4594	NC_001145.3	350966	351973	-	1008	164	176	151	217	267	294
gene_4595	NC_001145.3;NC_001145.3	352280;352335	352316;352370	+;+	73	0	0	1	0	1	1
gene_4596	NC_001145.3	352603	353136	+	534	168	217	145	131	129	176
gene_4597	NC_001145.3	353871	354731	+	861	468	538	432	371	434	607
gene_4598	NC_001145.3	355384	356811	+	1428	505	616	484	325	340	500
gene_4599	NC_001145.3	357359	362627	-	5269	87	132	71	39	46	59
gene_4600	NC_001145.3	361305	362627	-	1323	0	0	0	0	0	0
gene_4601	NC_001145.3	363064	363135	+	72	0	1	1	0	0	1
gene_4602	NC_001145.3	363364	366705	-	3342	866	1237	906	563	664	912
gene_4603	NC_001145.3	366981	367934	+	954	155	210	128	167	188	250
gene_4604	NC_001145.3	368094	370517	-	2424	1058	1435	1104	420	523	673
gene_4605	NC_001145.3	372445	372518	-	74	3	1	0	3	0	5
gene_4606	NC_001145.3	373057	378325	-	5269	225	373	217	127	122	118
gene_4607	NC_001145.3	377003	378325	-	1323	0	0	0	0	0	0
gene_4608	NC_001145.3;NC_001145.3	379303;379373	379338;379408	-;-	72	0	0	0	0	1	1
gene_4609	NC_001145.3	379586	380200	+	615	61	78	50	96	127	162
gene_4610	NC_001145.3	380346	382898	-	2553	63	85	56	236	317	393
gene_4611	NC_001145.3	383303	385975	+	2673	1082	1428	983	584	583	795
gene_4612	NC_001145.3	386101	387021	-	921	67	55	49	83	93	135
gene_4613	NC_001145.3	387315	388244	-	930	73	76	60	374	307	380
gene_4614	NC_001145.3	388822	390732	+	1911	2027	5059	2059	540	276	298
gene_4615	NC_001145.3	391099	391485	+	387	44	46	38	62	58	87
gene_4616	NC_001145.3	391532	392515	-	984	217	233	163	125	165	210
gene_4617	NC_001145.3	392755	394788	+	2034	540	825	556	313	393	473
gene_4618	NC_001145.3	395054	396379	-	1326	1647	2531	1848	1196	1386	1822
gene_4619	NC_001145.3	397077	397796	+	720	75	108	87	56	50	84
gene_4620	NC_001145.3	397903	399459	+	1557	298	383	306	297	293	365
gene_4621	NC_001145.3	399702	401216	+	1515	88	118	69	73	69	72
gene_4622	NC_001145.3	401541	404237	+	2697	219	270	210	193	240	276
gene_4623	NC_001145.3	404323	405573	-	1251	320	423	342	263	330	437
gene_4624	NC_001145.3	406304	407584	+	1281	123	158	137	125	142	186
gene_4625	NC_001145.3	407709	408566	+	858	44	63	53	26	22	18
gene_4626	NC_001145.3	409154	410626	+	1473	518	544	422	336	355	435
gene_4627	NC_001145.3	410762	411265	-	504	412	524	362	246	270	369
gene_4628	NC_001145.3	411569	412120	+	552	723	982	618	831	1089	1408
gene_4629	NC_001145.3	412268	412873	-	606	138	198	131	182	195	244
gene_4630	NC_001145.3	413036	413473	-	438	543	746	516	266	283	361
gene_4631	NC_001145.3	413982	416036	+	2055	280	375	278	234	293	362
gene_4632	NC_001145.3	416196	420029	-	3834	525	724	519	541	706	838
gene_4633	NC_001145.3	420588	420661	-	74	7	6	3	1	0	0
gene_4634	NC_001145.3	421484	422149	-	666	126	161	111	103	159	263
gene_4635	NC_001145.3	422503	424728	-	2226	335	408	342	240	329	362
gene_4636	NC_001145.3;NC_001145.3	424989;425154	424997;426059	+;+	915	773	1130	788	527	611	765
gene_4637	NC_001145.3	426712	429627	-	2916	975	1337	1013	583	736	819
gene_4638	NC_001145.3	430079	431095	-	1017	37	45	28	706	918	1041
gene_4639	NC_001145.3	431769	432125	-	357	2	1	1	2	0	3
gene_4640	NC_001145.3	434788	435915	+	1128	3352	4632	3180	1387	1357	1646
gene_4641	NC_001145.3	436628	437416	+	789	26	32	25	58	64	68
gene_4642	NC_001145.3	437491	438789	+	1299	72	62	57	103	147	174
gene_4643	NC_001145.3	439208	442090	+	2883	612	892	595	562	613	754
gene_4644	NC_001145.3	442527	443381	+	855	88	102	74	80	99	129
gene_4645	NC_001145.3	443414	445102	-	1689	702	1093	687	373	430	518
gene_4646	NC_001145.3	445609	448086	-	2478	1353	1744	1330	926	1155	1543
gene_4647	NC_001145.3	449245	449928	+	684	131	104	71	458	714	972
gene_4648	NC_001145.3	450058	451365	-	1308	583	797	586	301	321	409
gene_4649	NC_001145.3	451632	453479	-	1848	907	1182	897	726	882	1085
gene_4650	NC_001145.3	454015	455556	+	1542	514	741	572	162	214	256
gene_4651	NC_001145.3	455825	457261	+	1437	96	145	105	68	91	101
gene_4652	NC_001145.3	457285	457959	-	675	101	154	105	209	185	203
gene_4653	NC_001145.3	458408	459301	+	894	518	538	416	903	997	1221
gene_4654	NC_001145.3	459424	460527	-	1104	190	254	182	225	253	311
gene_4655	NC_001145.3	460771	462609	-	1839	465	597	447	304	392	469
gene_4656	NC_001145.3	463554	463625	+	72	0	2	0	0	0	0
gene_4657	NC_001145.3	463934	464827	-	894	561	720	533	547	608	767
gene_4658	NC_001145.3	466300	468162	+	1863	336	475	334	329	537	710
gene_4659	NC_001145.3	468445	469476	-	1032	9	6	8	19	37	54
gene_4660	NC_001145.3	469848	472352	-	2505	284	324	270	160	238	267
gene_4661	NC_001145.3	472902	473264	-	363	55	44	34	135	118	217
gene_4662	NC_001145.3	473420	475453	-	2034	190	208	161	567	631	770
gene_4663	NC_001145.3	475897	477606	-	1710	232	200	134	1328	1821	2104
gene_4664	NC_001145.3	478064	478258	+	195	17	13	11	19	23	10
gene_4665	NC_001145.3	478301	480190	-	1890	128	178	149	111	140	168
gene_4666	NC_001145.3	480621	480693	-	73	2	3	3	0	0	0
gene_4667	NC_001145.3	483014	483361	+	348	30	12	8	5244	6996	9952
gene_4668	NC_001145.3	484084	486147	+	2064	3980	5833	4369	3312	4190	5537
gene_4669	NC_001145.3	486587	490246	+	3660	745	984	704	508	591	698
gene_4670	NC_001145.3	490394	491992	-	1599	501	596	441	1738	2428	2894
gene_4671	NC_001145.3	492404	493792	-	1389	152	155	119	137	168	216
gene_4672	NC_001145.3	494100	494495	-	396	78	94	70	65	84	123
gene_4673	NC_001145.3	494999	496282	+	1284	210	321	190	111	153	230
gene_4674	NC_001145.3	496343	497449	-	1107	141	177	117	363	509	653
gene_4675	NC_001145.3	497704	499209	+	1506	287	418	255	340	434	555
gene_4676	NC_001145.3;NC_001145.3	499456;500152	499878;500688	-;-	960	12338	17199	12767	3414	4299	5784
gene_4677	NC_001145.3	499984	500072	-	89	41	40	35	10	15	9
gene_4678	NC_001145.3	501250	501891	-	642	110	186	122	91	77	120
gene_4679	NC_001145.3	502144	502734	-	591	75	98	76	508	1147	1471
gene_4680	NC_001145.3;NC_001145.3	504895;504965	504932;505008	+;+	82	2	1	0	0	0	0
gene_4681	NC_001145.3	505333	507207	+	1875	293	461	278	285	332	412
gene_4682	NC_001145.3	507502	509280	-	1779	9555	14665	11121	1919	1912	2232
gene_4683	NC_001145.3	509734	510348	-	615	246	299	219	203	244	345
gene_4684	NC_001145.3	510701	511075	-	375	31	33	36	17	22	35
gene_4685	NC_001145.3	511315	511569	+	255	2987	2720	1962	1729	1750	2376
gene_4686	NC_001145.3	513593	513961	+	369	402	561	389	136	142	180
gene_4687	NC_001145.3	514456	517287	+	2832	335	466	324	287	330	370
gene_4688	NC_001145.3;NC_001145.3	517539;517886	517563;520446	+;+	2586	1213	1721	1291	911	1159	1448
gene_4689	NC_001145.3	520761	521789	-	1029	124	196	125	69	102	110
gene_4690	NC_001145.3	522329	523345	-	1017	185	203	152	136	165	233
gene_4691	NC_001145.3	523696	527499	+	3804	509	741	575	340	352	503
gene_4692	NC_001145.3	527804	531817	+	4014	943	1391	988	467	580	591
gene_4693	NC_001145.3	532119	533027	+	909	363	544	389	204	283	362
gene_4694	NC_001145.3	533163	534698	-	1536	1435	1989	1500	636	669	855
gene_4695	NC_001145.3	534944	535570	-	627	142	171	133	58	69	91
gene_4696	NC_001145.3;NC_001145.3	536207;537565	537448;537609	+;+	1287	80	90	44	51	78	56
gene_4697	NC_001145.3	537838	538551	+	714	336	472	281	194	223	278
gene_4698	NC_001145.3	538689	540056	-	1368	408	493	327	633	717	978
gene_4699	NC_001145.3	541199	542881	+	1683	576	629	459	1201	1527	1763
gene_4700	NC_001145.3	542978	544963	-	1986	107	140	107	195	215	287
gene_4701	NC_001145.3	545155	545730	+	576	68	98	60	67	63	94
gene_4702	NC_001145.3	546125	547237	+	1113	285	319	238	434	510	606
gene_4703	NC_001145.3	547714	549183	+	1470	211	255	174	288	308	444
gene_4704	NC_001145.3	549736	550044	-	309	28	40	28	52	73	88
gene_4705	NC_001145.3;NC_001145.3	550206;551204	550801;551207	-;-	600	6411	8920	6626	2173	2569	3181
gene_4706	NC_001145.3;NC_001145.3	551928;552496	551951;552903	+;+	432	5391	7454	5034	1853	2164	2850
gene_4707	NC_001145.3	553362	554390	+	1029	252	326	222	182	227	282
gene_4708	NC_001145.3	554793	556475	-	1683	3041	3770	2812	4495	5170	6788
gene_4709	NC_001145.3	557481	558524	-	1044	1703	2349	1869	823	950	1351
gene_4710	NC_001145.3	559199	559870	+	672	125	125	84	260	277	400
gene_4711	NC_001145.3	560366	560812	+	447	126	138	109	189	233	286
gene_4712	NC_001145.3	560996	561856	+	861	810	1085	773	313	364	433
gene_4713	NC_001145.3	561956	562528	-	573	194	262	158	212	224	329
gene_4714	NC_001145.3	563096	564193	+	1098	301	359	233	656	851	1063
gene_4715	NC_001145.3	564435	565862	+	1428	397	533	410	312	341	453
gene_4716	NC_001145.3	565999	568182	-	2184	116	145	105	126	149	163
gene_4717	NC_001145.3	568551	570194	+	1644	209	294	178	207	240	305
gene_4718	NC_001145.3	570300	571016	-	717	62	64	49	112	122	164
gene_4719	NC_001145.3	571277	572044	-	768	311	339	267	207	244	312
gene_4720	NC_001145.3	572248	572715	+	468	243	274	228	136	177	237
gene_4721	NC_001145.3	572883	572955	-	73	0	1	0	2	0	0
gene_4722	NC_001145.3	573194	573331	-	138	22	16	12	37	29	41
gene_4723	NC_001145.3	574476	574928	-	453	32	44	27	50	78	108
gene_4724	NC_001145.3	575066	577516	+	2451	209	292	201	304	369	471
gene_4725	NC_001145.3	577718	578392	+	675	360	478	355	246	317	441
gene_4726	NC_001145.3	578951	583921	-	4971	543	822	538	488	607	677
gene_4727	NC_001145.3	584271	586388	-	2118	138	176	114	124	203	243
gene_4728	NC_001145.3	586636	586709	-	74	0	1	1	2	0	1
gene_4729	NC_001145.3	587274	589550	-	2277	171	179	150	255	250	353
gene_4730	NC_001145.3	590040	592628	-	2589	310	446	288	387	404	554
gene_4731	NC_001145.3	593367	594473	-	1107	270	290	247	121	141	162
gene_4732	NC_001145.3	594886	597195	+	2310	179	241	190	189	211	244
gene_4733	NC_001145.3	597332	599158	-	1827	223	277	214	186	205	214
gene_4734	NC_001145.3	599352	600872	-	1521	85	76	42	494	840	917
gene_4735	NC_001145.3	601562	603082	-	1521	95	115	66	199	317	281
gene_4736	NC_001145.3	603868	605520	-	1653	373	539	355	299	367	455
gene_4737	NC_001145.3	605981	608140	+	2160	216	346	297	284	283	350
gene_4738	NC_001145.3	608689	609981	+	1293	788	604	464	1804	2516	2912
gene_4739	NC_001145.3	610159	610365	-	207	34	36	25	829	1348	1791
gene_4740	NC_001145.3	611016	611255	+	240	11	3	4	2964	5941	8371
gene_4741	NC_001145.3	611314	611508	+	195	3	4	1	32	78	88
gene_4742	NC_001145.3	611740	615975	+	4236	460	632	436	409	488	585
gene_4743	NC_001145.3	616566	618098	+	1533	178	282	222	96	140	157
gene_4744	NC_001145.3	618479	619303	+	825	337	492	331	178	188	268
gene_4745	NC_001145.3	619858	622134	+	2277	218	297	236	101	156	187
gene_4746	NC_001145.3	622251	623213	-	963	148	178	102	161	160	216
gene_4747	NC_001145.3	623616	624080	-	465	86	133	93	294	380	494
gene_4748	NC_001145.3	624532	625167	-	636	116	165	123	99	124	176
gene_4749	NC_001145.3	625811	625897	+	87	13	13	8	10	17	14
gene_4750	NC_001145.3	626349	626654	+	306	32	48	33	35	28	27
gene_4751	NC_001145.3	626921	627808	-	888	827	1138	890	528	598	796
gene_4752	NC_001145.3	628189	628785	+	597	150	162	121	118	156	211
gene_4753	NC_001145.3	629025	631970	+	2946	303	383	291	231	299	409
gene_4754	NC_001145.3	632355	634472	+	2118	14031	21991	16224	13351	18778	24319
gene_4755	NC_001145.3	634689	635984	-	1296	96	158	92	85	129	160
gene_4756	NC_001145.3	636291	637004	-	714	636	767	439	312	354	518
gene_4757	NC_001145.3	637500	640604	+	3105	2434	4090	3074	1310	1317	1434
gene_4758	NC_001145.3	640915	645258	-	4344	350	436	303	250	314	383
gene_4759	NC_001145.3	645656	646777	+	1122	329	374	290	1653	1978	2687
gene_4760	NC_001145.3	647118	649280	+	2163	227	286	191	129	189	212
gene_4761	NC_001145.3	650036	650812	+	777	421	453	318	259	319	444
gene_4762	NC_001145.3;NC_001145.3	651145;651624	651160;651910	+;+	303	1359	1925	1287	395	472	710
gene_4763	NC_001145.3	652275	652532	+	258	34	37	12	32	37	36
gene_4764	NC_001145.3;NC_001145.3	652594;652848	652775;652887	-;-	222	31	31	22	92	81	103
gene_4765	NC_001145.3	654034	654417	+	384	114	126	96	44	50	60
gene_4766	NC_001145.3	655076	658342	+	3267	291	202	173	1461	1988	2252
gene_4767	NC_001145.3	658545	659198	-	654	281	305	232	390	540	636
gene_4768	NC_001145.3	659745	661529	+	1785	202	273	222	153	153	194
gene_4769	NC_001145.3	662644	664284	+	1641	261	296	203	417	457	571
gene_4770	NC_001145.3	664752	665522	+	771	831	1038	707	838	983	1268
gene_4771	NC_001145.3;NC_001145.3	665845;667018	666933;667044	-;-	1116	166	249	173	205	245	339
gene_4772	NC_001145.3	667288	667456	-	169	7	3	7	5	9	5
gene_4773	NC_001145.3	667537	668205	+	669	2265	3150	2262	770	835	1158
gene_4774	NC_001145.3	668492	669655	+	1164	1494	1822	1352	992	1163	1411
gene_4775	NC_001145.3	670063	671325	-	1263	92	130	100	82	133	133
gene_4776	NC_001145.3	671887	674766	-	2880	4382	6251	4930	2409	3012	3865
gene_4777	NC_001145.3	675896	676837	+	942	15	17	12	524	625	686
gene_4778	NC_001145.3	677193	683564	-	6372	638	837	629	415	468	604
gene_4779	NC_001145.3	684467	685798	+	1332	821	1162	825	475	571	680
gene_4780	NC_001145.3	685911	687284	-	1374	322	425	270	106	159	181
gene_4781	NC_001145.3	687516	688865	+	1350	320	391	288	195	234	275
gene_4782	NC_001145.3	689083	690510	+	1428	206	275	193	172	210	216
gene_4783	NC_001145.3	690695	693043	-	2349	717	1111	728	339	344	436
gene_4784	NC_001145.3	693381	695153	+	1773	134	190	147	159	183	257
gene_4785	NC_001145.3	695350	696483	+	1134	649	909	689	221	255	324
gene_4786	NC_001145.3	696796	698370	+	1575	1119	1478	981	408	462	581
gene_4787	NC_001145.3	698811	701039	-	2229	621	834	621	328	410	447
gene_4788	NC_001145.3	701790	703367	+	1578	3792	5573	4347	946	1168	1600
gene_4789	NC_001145.3	703579	706887	-	3309	327	491	377	225	240	360
gene_4790	NC_001145.3	707133	712109	+	4977	449	640	489	466	561	720
gene_4791	NC_001145.3	712316	713671	+	1356	861	1145	840	531	535	751
gene_4792	NC_001145.3	713931	715445	-	1515	577	892	618	328	353	436
gene_4793	NC_001145.3	715638	716309	-	672	117	159	133	109	116	151
gene_4794	NC_001145.3	716715	718130	+	1416	201	314	202	124	160	159
gene_4795	NC_001145.3	718575	720653	-	2079	171	218	161	178	266	339
gene_4796	NC_001145.3;NC_001145.3	720960;721346	721198;721403	-;-	297	266	295	210	125	172	239
gene_4797	NC_001145.3	721593	722396	-	804	1367	1702	1327	958	1127	1453
gene_4798	NC_001145.3	722613	724385	-	1773	333	402	317	326	330	532
gene_4799	NC_001145.3	724626	725651	+	1026	220	272	196	140	163	246
gene_4800	NC_001145.3	725934	731123	-	5190	2507	3637	2835	914	1238	1549
gene_4801	NC_001145.3;NC_001145.3	732414;732876	732465;733141	+;+	318	3509	4646	3337	1060	1283	1679
gene_4802	NC_001145.3	733268	733456	+	189	2	1	2	0	1	1
gene_4803	NC_001145.3	733545	736634	+	3090	355	514	339	210	228	282
gene_4804	NC_001145.3	736926	738959	+	2034	51	56	41	69	98	119
gene_4805	NC_001145.3	739185	739865	+	681	118	148	91	91	109	123
gene_4806	NC_001145.3	740266	741312	+	1047	198	253	202	159	152	211
gene_4807	NC_001145.3	741512	742735	-	1224	1173	1688	1261	568	671	912
gene_4808	NC_001145.3	742971	743444	+	474	388	474	365	226	223	283
gene_4809	NC_001145.3	743749	745923	+	2175	651	946	663	453	493	556
gene_4810	NC_001145.3	746353	747729	+	1377	683	694	484	528	630	740
gene_4811	NC_001145.3	747892	747963	-	72	1	1	1	0	0	1
gene_4812	NC_001145.3	748262	749677	-	1416	245	388	280	97	153	171
gene_4813	NC_001145.3	749930	751240	-	1311	261	328	244	172	210	285
gene_4814	NC_001145.3	751961	752905	+	945	3209	4824	3317	1415	1578	2107
gene_4815	NC_001145.3;NC_001145.3	753225;754220	753742;754220	-;-	519	4670	6427	4686	1259	1552	1993
gene_4816	NC_001145.3	754297	754386	+	90	5	3	4	1	1	2
gene_4817	NC_001145.3	754838	756166	-	1329	1556	2506	1730	602	682	915
gene_4818	NC_001145.3	757250	758317	+	1068	17	12	8	84	128	215
gene_4819	NC_001145.3	758517	758831	-	315	220	252	187	250	222	430
gene_4820	NC_001145.3	759807	761891	+	2085	1617	1845	1525	2545	3122	3833
gene_4821	NC_001145.3	762110	763113	-	1004	253	430	189	134	183	214
gene_4822	NC_001145.3	763351	768039	-	4689	670	946	702	386	450	500
gene_4823	NC_001145.3	768369	768441	-	73	0	0	0	0	1	0
gene_4824	NC_001145.3	769283	769426	+	144	0	0	0	1	3	2
gene_4825	NC_001145.3	770801	772558	+	1758	101	113	87	670	1055	1279
gene_4826	NC_001145.3	772915	774015	+	1101	25	18	9	91	103	180
gene_4827	NC_001145.3	774752	774931	+	180	2378	1786	1188	3830	4332	6895
gene_4828	NC_001145.3	775315	775719	-	405	81	117	85	104	124	130
gene_4829	NC_001145.3	775946	777190	-	1245	181	279	204	164	240	351
gene_4830	NC_001145.3	777615	777923	-	309	10	20	17	20	30	33
gene_4831	NC_001145.3	778001	778567	+	567	265	317	219	327	425	509
gene_4832	NC_001145.3	778945	779127	-	183	667	703	474	946	1018	1404
gene_4833	NC_001145.3	779629	782031	-	2403	209	274	207	145	238	230
gene_4834	NC_001145.3	782620	784281	-	1662	265	362	229	304	342	384
gene_4835	NC_001145.3	784621	788883	-	4263	539	726	543	254	309	351
gene_4836	NC_001145.3	789378	789839	-	462	1772	2392	1678	589	679	998
gene_4837	NC_001145.3	790205	793369	-	3165	572	793	533	438	502	655
gene_4838	NC_001145.3	793726	794667	+	942	149	124	88	162	147	211
gene_4839	NC_001145.3	794919	795524	+	606	130	132	93	116	113	140
gene_4840	NC_001145.3	795805	796416	+	612	536	727	528	366	353	487
gene_4841	NC_001145.3	796540	797925	-	1386	159	183	157	187	174	239
gene_4842	NC_001145.3	798518	801379	+	2862	1560	2335	1516	1020	1043	1300
gene_4843	NC_001145.3	801772	802704	+	933	313	402	244	238	301	373
gene_4844	NC_001145.3	802888	804222	-	1335	108	121	100	111	113	137
gene_4845	NC_001145.3	804456	805091	+	636	179	183	157	67	75	126
gene_4846	NC_001145.3	805326	806423	-	1098	195	269	215	162	159	214
gene_4847	NC_001145.3	806865	807548	-	684	45	51	45	139	206	267
gene_4848	NC_001145.3	808246	808317	-	72	0	0	0	0	3	0
gene_4849	NC_001145.3	809623	810777	-	1155	1377	1650	1239	450	630	748
gene_4850	NC_001145.3	811089	811196	+	108	2	2	4	3	0	4
gene_4851	NC_001145.3	811233	813980	-	2748	310	413	330	247	254	344
gene_4852	NC_001145.3	814364	815311	-	948	134	166	114	59	59	67
gene_4853	NC_001145.3	815651	818581	-	2931	419	574	450	316	360	401
gene_4854	NC_001145.3	818827	819948	+	1122	1278	1724	1415	1051	1142	1454
gene_4855	NC_001145.3	820256	822454	+	2199	679	922	639	383	437	508
gene_4856	NC_001145.3	822763	824631	+	1869	159	176	137	310	420	539
gene_4857	NC_001145.3	824729	826351	-	1623	54	74	51	77	111	106
gene_4858	NC_001145.3	827028	831329	-	4302	93	95	58	478	529	598
gene_4859	NC_001145.3	832339	833253	+	915	167	218	127	111	143	172
gene_4860	NC_001145.3	833356	835098	-	1743	392	507	303	216	278	327
gene_4861	NC_001145.3	835326	836867	-	1542	179	195	142	122	156	172
gene_4862	NC_001145.3;NC_001145.3	837928;837981	837966;838016	+;+	75	0	0	1	0	0	0
gene_4863	NC_001145.3	838187	839995	+	1809	159	178	128	194	251	326
gene_4864	NC_001145.3	840144	841691	-	1548	364	539	354	158	183	228
gene_4865	NC_001145.3	841942	842202	+	261	259	288	216	168	209	304
gene_4866	NC_001145.3	842436	845345	-	2910	342	440	347	187	281	321
gene_4867	NC_001145.3	845571	848486	+	2916	229	328	240	191	205	244
gene_4868	NC_001145.3	848685	849809	+	1125	296	414	295	330	377	530
gene_4869	NC_001145.3	850074	851591	-	1518	1167	1633	1238	425	489	637
gene_4870	NC_001145.3	852630	854390	+	1761	147	129	79	169	186	291
gene_4871	NC_001145.3;NC_001145.3	854795;854899	854816;855293	+;+	417	232	358	272	161	173	229
gene_4872	NC_001145.3	855399	856793	-	1395	201	235	152	149	180	205
gene_4873	NC_001145.3	856966	858087	+	1122	177	228	183	196	218	266
gene_4874	NC_001145.3	858297	858890	-	594	976	1036	789	1123	1283	1719
gene_4875	NC_001145.3	859215	860891	-	1677	1080	1441	1021	445	482	598
gene_4876	NC_001145.3	861922	863520	+	1599	1781	2170	1527	3164	3985	5034
gene_4877	NC_001145.3	863819	864271	+	453	297	411	276	215	307	336
gene_4878	NC_001145.3	864412	865350	-	939	246	246	189	160	184	242
gene_4879	NC_001145.3	865559	867091	-	1533	3593	5545	4129	882	961	1148
gene_4880	NC_001145.3	867555	869627	-	2073	592	720	499	290	346	442
gene_4881	NC_001145.3	870073	872625	-	2553	925	1150	881	1213	1523	1928
gene_4882	NC_001145.3	873291	874337	-	1047	375	440	375	12472	13829	16763
gene_4883	NC_001145.3	874987	878679	+	3693	417	579	409	900	1203	1462
gene_4884	NC_001145.3	879063	880232	-	1170	2416	2558	1885	1322	1356	1768
gene_4885	NC_001145.3	881159	886516	+	5358	132	176	135	155	237	255
gene_4886	NC_001145.3	887003	888682	+	1680	8845	10920	7657	3477	3836	5073
gene_4887	NC_001145.3	888952	892221	-	3270	1662	2328	1858	697	856	1008
gene_4888	NC_001145.3	892988	895426	-	2439	1913	2724	1970	856	1158	1517
gene_4889	NC_001145.3	895716	896669	-	954	265	356	263	129	167	199
gene_4890	NC_001145.3	896914	897603	-	690	746	798	574	850	991	1376
gene_4891	NC_001145.3	898405	899226	+	822	218	269	207	137	183	206
gene_4892	NC_001145.3	899379	901307	-	1929	388	483	308	247	282	390
gene_4893	NC_001145.3	901709	902413	+	705	1282	1629	1173	943	1068	1317
gene_4894	NC_001145.3	902800	903849	+	1050	672	816	551	850	1071	1276
gene_4895	NC_001145.3	904286	904393	+	108	6	6	5	3	6	6
gene_4896	NC_001145.3	904825	905835	+	1011	178	98	43	44	33	78
gene_4897	NC_001145.3	905662	905973	-	312	2	1	0	1	2	1
gene_4898	NC_001145.3	907364	910786	+	3423	226	272	207	282	342	429
gene_4899	NC_001145.3	911061	912143	-	1083	1950	2263	1800	644	753	1022
gene_4900	NC_001145.3	912880	914538	-	1659	442	538	399	144	219	239
gene_4901	NC_001145.3	916746	917051	+	306	23	32	15	16	28	28
gene_4902	NC_001145.3	917579	917896	-	318	85	88	72	24	22	27
gene_4903	NC_001145.3	918366	919079	-	714	10	4	7	103	146	169
gene_4904	NC_001145.3	920088	921401	+	1314	11	13	10	156	321	342
gene_4905	NC_001145.3	922641	923015	+	375	3	0	3	4	9	11
gene_4906	NC_001146.8;NC_001146.8	371;6080	5931;6098	-;-	5580	82	96	73	83	82	117
